name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward
Leigh Liley,,,,Rockingham City Council,,rockingham_city_council/leigh_liley,,,,,Safety Bay
Katherine Summers,,,,Rockingham City Council,,rockingham_city_council/katherine_summers,,,,,Safety Bay
Deborah Ann Hamblin,,,,Rockingham City Council,,rockingham_city_council/deborah_ann_hamblin,,,,,Safety Bay
Caroleann Hodshon,,,,Sandstone Shire Council,,sandstone_shire_council/caroleann_hodshon,,,,,Whole District
Kerry Key,,,,Sandstone Shire Council,,sandstone_shire_council/kerry_key,,,,,Whole District
Donna Francis Bennett,,,,Sandstone Shire Council,,sandstone_shire_council/donna_francis_bennett,,,,,Whole District
Bethel Walton,,,,Sandstone Shire Council,,sandstone_shire_council/bethel_walton,,,,,Whole District
Freda May,,,,Sandstone Shire Council,,sandstone_shire_council/freda_may,,,,,Whole District
Alan Stuart Bloore,,,,Sandstone Shire Council,,sandstone_shire_council/alan_stuart_bloore,,,,,Whole District
Jacqueline Peta See,,,,Serpentine-Jarrahdale Shire Council,,serpentine-jarrahdale_shire_council/jacqueline_peta_see,,,,,North
David George Gossage,,,,Serpentine-Jarrahdale Shire Council,,serpentine-jarrahdale_shire_council/david_george_gossage,,,,,North
John William Erren,,,,Serpentine-Jarrahdale Shire Council,,serpentine-jarrahdale_shire_council/john_william_erren,,,,,North
Sandra Violae Hawkins,,,,Serpentine-Jarrahdale Shire Council,,serpentine-jarrahdale_shire_council/sandra_violae_hawkins,,,,,North
Keith Patrick Ellis,,,,Serpentine-Jarrahdale Shire Council,,serpentine-jarrahdale_shire_council/keith_patrick_ellis,,,,,North West
Samuel Peter Paul Piipponen,,,,Serpentine-Jarrahdale Shire Council,,serpentine-jarrahdale_shire_council/samuel_peter_paul_piipponen,,,,,North West
Barry Urban,,,,Serpentine-Jarrahdale Shire Council,,serpentine-jarrahdale_shire_council/barry_urban,,,,,Southern
Michelle Jayne Rich,,,,Serpentine-Jarrahdale Shire Council,,serpentine-jarrahdale_shire_council/michelle_jayne_rich,,,,,Southern
David Harold Atwell,,,,Serpentine-Jarrahdale Shire Council,,serpentine-jarrahdale_shire_council/david_harold_atwell,,,,,Southern
Keith Michael Capewell,,,,Shark Bay Shire Council,,shark_bay_shire_council/keith_michael_capewell,,,,,Denham
Margaret Elizabeth Prior,,,,Shark Bay Shire Council,,shark_bay_shire_council/margaret_elizabeth_prior,,,,,Denham
Cheryl Lorraine Cowell,,,,Shark Bay Shire Council,,shark_bay_shire_council/cheryl_lorraine_cowell,,,,,Denham
Laurence James Michael Bellottie,,,,Shark Bay Shire Council,,shark_bay_shire_council/laurence_james_michael_bellottie,,,,,Denham
Kevin Laundry,,,,Shark Bay Shire Council,,shark_bay_shire_council/kevin_laundry,,,,,Denham
Greg Ridgley,,,,Shark Bay Shire Council,,shark_bay_shire_council/greg_ridgley,,,,,Useless Loop / Pastoral
Brian Maurice Wake,,,,Shark Bay Shire Council,,shark_bay_shire_council/brian_maurice_wake,,,,,Useless Loop / Pastoral
Susanne Dawn Doherty,,,Mayor,South Perth City Council,,south_perth_city_council/susanne_dawn_doherty,,,,,Whole District - Mayor (Elected At Large)
Glenn Michael Cridland,,,,South Perth City Council,,south_perth_city_council/glenn_michael_cridland,,,,,Como
Jessica Black,,,,South Perth City Council,,south_perth_city_council/jessica_black,,,,,Como
Sharron Lorraine Hawkins Zeeb,,,,South Perth City Council,,south_perth_city_council/sharron_lorraine_hawkins_zeeb,,,,,Manning
Colin Anthony Cala,,,,South Perth City Council,,south_perth_city_council/colin_anthony_cala,,,,,Manning
Kenneth Manolas,,,,South Perth City Council,,south_perth_city_council/kenneth_manolas,,,,,Mill Point
Cheryle Leeann Irons,,,,South Perth City Council,,south_perth_city_council/cheryle_leeann_irons,,,,,Mill Point
Travis Ross Burrows,,,,South Perth City Council,,south_perth_city_council/travis_ross_burrows,,,,,Moresby
Fiona Katrina Reid,,,,South Perth City Council,,south_perth_city_council/fiona_katrina_reid,,,,,Moresby
Keith Charles Sargent,,,,Stirling City Council,,stirling_city_council/keith_charles_sargent,,,,,Balga
David Boothman,,,,Stirling City Council,,stirling_city_council/david_boothman,,,,,Balga
Karen Dawn Caddy,,,,Stirling City Council,,stirling_city_council/karen_dawn_caddy,,,,,Coastal
Mark Raymond Irwin,,,,Stirling City Council,,stirling_city_council/mark_raymond_irwin,,,,,Coastal
Elizabeth Re,,,,Stirling City Council,,stirling_city_council/elizabeth_re,,,,,Doubleview
Stephanie Jane Proud,,,,Stirling City Council,,stirling_city_council/stephanie_jane_proud,,,,,Doubleview
Samantha May Jenkinson,,,,Stirling City Council,,stirling_city_council/samantha_may_jenkinson,,,,,Hamersley
Andrew Michael Guilfoyle,,,,Stirling City Council,,stirling_city_council/andrew_michael_guilfoyle,,,,,Hamersley
David John Lagan,,,,Stirling City Council,,stirling_city_council/david_john_lagan,,,,,Inglewood
Terence John Tyzack,,,,Stirling City Council,,stirling_city_council/terence_john_tyzack,,,,,Inglewood
Rodney Mervyn Willox,,,,Stirling City Council,,stirling_city_council/rodney_mervyn_willox,,,,,Lawley
Joe Giuseppe Ferrante,,,,Stirling City Council,,stirling_city_council/joe_giuseppe_ferrante,,,,,Lawley
Giovanni Italiano,,,,Stirling City Council,,stirling_city_council/giovanni_italiano,,,,,Osborne
David Robert Michael,,,,Stirling City Council,,stirling_city_council/david_robert_michael,,,,,Osborne
Heather Henderson,,,Mayor,Subiaco City Council,,subiaco_city_council/heather_henderson,,,,,Whole District - Mayor (Elected At Large)
Scott Trevor Philip Arbuckle,,,,Subiaco City Council,,subiaco_city_council/scott_trevor_philip_arbuckle,,,,,Central
Judith Rae Gedero,,,,Subiaco City Council,,subiaco_city_council/judith_rae_gedero,,,,,Central
Malcolm Gordon Mummery,,,,Subiaco City Council,,subiaco_city_council/malcolm_gordon_mummery,,,,,Central
Julie Christine Matheson,,,,Subiaco City Council,,subiaco_city_council/julie_christine_matheson,,,,,East
Paul Clements,,,,Subiaco City Council,,subiaco_city_council/paul_clements,,,,,East
Murray John Rowe,,,,Subiaco City Council,,subiaco_city_council/murray_john_rowe,,,,,East
Peter McAllister,,,,Subiaco City Council,,subiaco_city_council/peter_mcallister,,,,,North
Stephanie Linda Stroud,,,,Subiaco City Council,,subiaco_city_council/stephanie_linda_stroud,,,,,North
Mark George Burns,,,,Subiaco City Council,,subiaco_city_council/mark_george_burns,,,,,North
Hugh Willeard Richardson,,,,Subiaco City Council,,subiaco_city_council/hugh_willeard_richardson,,,,,South
Lynley Faith Hewett,,,,Subiaco City Council,,subiaco_city_council/lynley_faith_hewett,,,,,South
Lee Phillips Hemsley,,,,Subiaco City Council,,subiaco_city_council/lee_phillips_hemsley,,,,,South
Michael Albert Wainwright,,,Mayor,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/michael_albert_wainwright,mick.wainwright@swan.wa.gov.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/mick_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-Mick-Wainwright-Mayor,Altone
David Charles Lucas,,,Deputy Mayor,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/david_charles_lucas,david.lucas@swan.wa.gov.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/davidlucas_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-David-Lucas-Deputy-Mayor,Altone
David Russell Färdig,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/david_russell_fardig,dr.pnfardig@bigpond.com,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/davidfardig_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Councillors-Wards/Meet-your-Councillors/Cr-David-F%C3%A4rdig,Altone
Maria Haynes,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/maria_haynes,mariah@bigpond.net.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/maria_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-Maria-Haynes,Ballajura
John Francis Mcnamara,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/john_francis_mcnamara,mycouncillor@ballajura.net.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/johnmac_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-John-McNamara,Ballajura
Adam Michael Kovalevs,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/adam_michael_kovalevs,adam.kovalevs@swan.wa.gov.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/adam_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-Adam-Kovalevs,Ballajura
David Troy Mcdonnell,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/david_troy_mcdonnell,david.mcdonnell@swan.wa.gov.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/davidmcdonnell_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-David-McDonnell,Ellenbrook
Catherine Ann McCullough,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/catherine_ann_mccullough,cate.mccullough@swan.wa.gov.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/cate_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-Cate-McCullough,Ellenbrook
Patricia Ann Williams,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/patricia_ann_williams,patty.williams@swan.wa.gov.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/patty_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Councillors-Wards/Meet-your-Councillors/Cr-Patty-Williams,Ellenbrook
Ian Peter Johnson,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/ian_peter_johnson,ian.johnson@swan.wa.gov.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/ian_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-Ian-Johnson,Midland / Guildford
Daniel Sebastian Parasiliti,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/daniel_sebastian_parasiliti,daniel.parasiliti@swan.wa.gov.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/daniel_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-Daniel-Parasiliti,Midland / Guildford
Mark David Elliott,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/mark_david_elliott,mark_d_elliott@live.com,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/markelliott_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-Mark-Elliott,Midland / Guildford
Kevin Bryce Bailey,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/kevin_bryce_bailey,kevin.bbailey@bigpond.com,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/kevin_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Council/Meet-your-Councillors/Cr-Kevin-Bailey,North
Rodney Keith Henderson,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/rodney_keith_henderson,council@rodhenderson.com.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/rod_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Councillors-Wards/Meet-your-Councillors/Cr-Rod-Henderson,Swan Valley / Gidgegannup
Darryl Raymond Trease,,,,Swan City Council,http://www.swan.wa.gov.au,swan_city_council/darryl_raymond_trease,darryl.trease@swan.wa.gov.au,http://www.swan.wa.gov.au/files/assets/public/image-resources/lists/councillors/darryl_800px.jpg,,http://www.swan.wa.gov.au/City-Council/Councillors-Wards/Meet-your-Councillors/Cr-Darryl-Trease,Swan Valley / Gidgegannup
Michael David Greenwood,,,,Tammin Shire Council,,tammin_shire_council/michael_david_greenwood,,,,,Whole District
Scott Aaron Uppill,,,,Tammin Shire Council,,tammin_shire_council/scott_aaron_uppill,,,,,Whole District
Carolyn Ann Crane,,,,Tammin Shire Council,,tammin_shire_council/carolyn_ann_crane,,,,,Whole District
Donald Anthony Thomson,,,,Tammin Shire Council,,tammin_shire_council/donald_anthony_thomson,,,,,Whole District
Glenice Maree Batchelor,,,,Tammin Shire Council,,tammin_shire_council/glenice_maree_batchelor,,,,,Whole District
Patricia Fay Bell,,,,Tammin Shire Council,,tammin_shire_council/patricia_fay_bell,,,,,Whole District
Chris Lane,,,,Three Springs Shire Council,,three_springs_shire_council/chris_lane,,,,,Whole District
Jennyfer Lake,,,,Three Springs Shire Council,,three_springs_shire_council/jennyfer_lake,,,,,Whole District
Robert Neil Hebiton,,,,Three Springs Shire Council,,three_springs_shire_council/robert_neil_hebiton,,,,,Whole District
Anthony Thomas,,,,Three Springs Shire Council,,three_springs_shire_council/anthony_thomas,,,,,Whole District
Chris Connaughton,,,,Three Springs Shire Council,,three_springs_shire_council/chris_connaughton,,,,,Whole District
Robert William Hunt,,,,Three Springs Shire Council,,three_springs_shire_council/robert_william_hunt,,,,,Whole District
Richard Thorpe,,,,Three Springs Shire Council,,three_springs_shire_council/richard_thorpe,,,,,Whole District
David Ross Dow,,,,Toodyay Shire Council,,toodyay_shire_council/david_ross_dow,,,,,Central
Judith Claire Dow,,,,Toodyay Shire Council,,toodyay_shire_council/judith_claire_dow,,,,,Central
Katherine Elizabeth Wood,,,,Toodyay Shire Council,,toodyay_shire_council/katherine_elizabeth_wood,,,,,East
Therese Chitty,,,,Toodyay Shire Council,,toodyay_shire_council/therese_chitty,,,,,East
Brian Leslie Rayner,,,,Toodyay Shire Council,,toodyay_shire_council/brian_leslie_rayner,,,,,North
Eric Frederick Twine,,,,Toodyay Shire Council,,toodyay_shire_council/eric_frederick_twine,,,,,North
Robert John Welburn,,,,Toodyay Shire Council,,toodyay_shire_council/robert_john_welburn,,,,,West
Paula Ann Greenway,,,,Toodyay Shire Council,,toodyay_shire_council/paula_ann_greenway,,,,,West
Sally Aileen Craddock,,,,Toodyay Shire Council,,toodyay_shire_council/sally_aileen_craddock,,,,,West
Geoffrey Frank Waters,,,,Trayning Shire Council,,trayning_shire_council/geoffrey_frank_waters,,,,,Whole District
Wallace Knott,,,,Trayning Shire Council,,trayning_shire_council/wallace_knott,,,,,Whole District
Gregory Ian Yates,,,,Trayning Shire Council,,trayning_shire_council/gregory_ian_yates,,,,,Whole District
Freda Annette Tarr,,,,Trayning Shire Council,,trayning_shire_council/freda_annette_tarr,,,,,Whole District
Andrew Woodfield,,,,Trayning Shire Council,,trayning_shire_council/andrew_woodfield,,,,,Whole District
Trevor Lamond,,,,Trayning Shire Council,,trayning_shire_council/trevor_lamond,,,,,Whole District
Melanie Anne Brown,,,,Trayning Shire Council,,trayning_shire_council/melanie_anne_brown,,,,,Whole District
Lachlan Murray Mctaggart,,,,Upper Gascoyne Shire Council,,upper_gascoyne_shire_council/lachlan_murray_mctaggart,,,,,Whole District
Hamish McTaggart,,,,Upper Gascoyne Shire Council,,upper_gascoyne_shire_council/hamish_mctaggart,,,,,Whole District
Gregory James Watters,,,,Upper Gascoyne Shire Council,,upper_gascoyne_shire_council/gregory_james_watters,,,,,Whole District
Leane Alys Mckeough,,,,Upper Gascoyne Shire Council,,upper_gascoyne_shire_council/leane_alys_mckeough,,,,,Whole District
James William Caunt,,,,Upper Gascoyne Shire Council,,upper_gascoyne_shire_council/james_william_caunt,,,,,Whole District
Ross John Collins,,,,Upper Gascoyne Shire Council,,upper_gascoyne_shire_council/ross_john_collins,,,,,Whole District
Donald Raymond Hammarquist,,,,Upper Gascoyne Shire Council,,upper_gascoyne_shire_council/donald_raymond_hammarquist,,,,,Whole District
Trevor Stephen Vaughan,,,Mayor,Victoria Park Town Council,,victoria_park_town_council/trevor_stephen_vaughan,,,,,Whole District - Mayor (Elected At Large)
Julian James Jacobs,,,,Victoria Park Town Council,,victoria_park_town_council/julian_james_jacobs,,,,,Banksia
Claire Nancy Anderson,,,,Victoria Park Town Council,,victoria_park_town_council/claire_nancy_anderson,,,,,Banksia
Mark Stephen George W Windram,,,,Victoria Park Town Council,,victoria_park_town_council/mark_stephen_george_w_windram,,,,,Banksia
John Keith Hayes,,,,Victoria Park Town Council,,victoria_park_town_council/john_keith_hayes,,,,,Banksia
Vincent Gerard Maxwell,,,,Victoria Park Town Council,,victoria_park_town_council/vincent_gerard_maxwell,,,,,Jarrah
Jennifer Michelle Ammons Noble,,,,Victoria Park Town Council,,victoria_park_town_council/jennifer_michelle_ammons_noble,,,,,Jarrah
Vicki Potter,,,,Victoria Park Town Council,,victoria_park_town_council/vicki_potter,,,,,Jarrah
Brian Christopher Oliver,,,,Victoria Park Town Council,,victoria_park_town_council/brian_christopher_oliver,,,,,Jarrah
Jacqui Corless-Crowther,,,,Victoria Plains Shire Council,,victoria_plains_shire_council/jacqui_corless-crowther,,,,,Central
John Brennan,,,,Victoria Plains Shire Council,,victoria_plains_shire_council/john_brennan,,,,,Central
Andrew Broadhurst,,,,Victoria Plains Shire Council,,victoria_plains_shire_council/andrew_broadhurst,,,,,East
David Smith,,,,Victoria Plains Shire Council,,victoria_plains_shire_council/david_smith,,,,,East
Stephanie Penn,,,,Victoria Plains Shire Council,,victoria_plains_shire_council/stephanie_penn,,,,,South
Neville Clarke,,,,Victoria Plains Shire Council,,victoria_plains_shire_council/neville_clarke,,,,,South
James Joseph (Jim) Kelly,,,,Victoria Plains Shire Council,,victoria_plains_shire_council/james_joseph_(jim)_kelly,,,,,West
Pauline Carr,,,,Victoria Plains Shire Council,,victoria_plains_shire_council/pauline_carr,,,,,West
David Lovelock,,,,Victoria Plains Shire Council,,victoria_plains_shire_council/david_lovelock,,,,,West
John Carey,,,Mayor,Vincent City Council,http://www.vincent.wa.gov.au/,vincent_city_council/john_carey,john.carey@vincent.wa.gov.au,http://www.vincent.wa.gov.au/files/assets/public/your_council/councillorsdirectors/john_carey.jpg,,http://www.vincent.wa.gov.au/Your_Council/About_Your_Mayor_Councillors,Whole District - Mayor (Elected At Large)
Emma Michelle Cole,,,,Vincent City Council,http://www.vincent.wa.gov.au/,vincent_city_council/emma_michelle_cole,cr.Cole@vincent.wa.gov.au,http://www.vincent.wa.gov.au/files/assets/public/your_council/councillorsdirectors/emmacole.jpg,,http://www.vincent.wa.gov.au/Your_Council/About_Your_Mayor_Councillors,North
Roslyn Harley,,,Deputy Mayor,Vincent City Council,http://www.vincent.wa.gov.au/,vincent_city_council/roslyn_harley,cr.harley@vincent.wa.gov.au,http://www.vincent.wa.gov.au/files/assets/public/your_council/councillorsdirectors/roslynharley.jpg,,http://www.vincent.wa.gov.au/Your_Council/About_Your_Mayor_Councillors,North
Matthew Christopher Buckels,,,,Vincent City Council,http://www.vincent.wa.gov.au/,vincent_city_council/matthew_christopher_buckels,cr.buckels@vincent.wa.gov.au,http://www.vincent.wa.gov.au/files/assets/public/your_council/councillorsdirectors/mattbuckels.jpg,,http://www.vincent.wa.gov.au/Your_Council/About_Your_Mayor_Councillors,North
Daniel Ingman Loden,,,,Vincent City Council,http://www.vincent.wa.gov.au/,vincent_city_council/daniel_ingman_loden,cr.loden@vincent.wa.gov.au,http://www.vincent.wa.gov.au/files/assets/public/your_council/councillorsdirectors/loden_dan_-_preferred.jpg,,http://www.vincent.wa.gov.au/Your_Council/About_Your_Mayor_Councillors,North
Susan Lee Gontaszewski,,,,Vincent City Council,http://www.vincent.wa.gov.au/,vincent_city_council/susan_lee_gontaszewski,cr.gontaszewski@vincent.wa.gov.au,http://www.vincent.wa.gov.au/files/assets/public/your_council/councillorsdirectors/gontaszewski_susan_-_preferred.jpg,,http://www.vincent.wa.gov.au/Your_Council/About_Your_Mayor_Councillors,South
Laine Courtney Mcdonald,,,,Vincent City Council,http://www.vincent.wa.gov.au/,vincent_city_council/laine_courtney_mcdonald,cr.mcdonald@vincent.wa.gov.au,http://www.vincent.wa.gov.au/files/assets/public/your_council/councillorsdirectors/lainemcdonald.jpg,,http://www.vincent.wa.gov.au/Your_Council/About_Your_Mayor_Councillors,South
Joshua Aaron Topelberg,,,,Vincent City Council,http://www.vincent.wa.gov.au/,vincent_city_council/joshua_aaron_topelberg,cr.topelberg@vincent.wa.gov.au,http://www.vincent.wa.gov.au/files/assets/public/your_council/councillorsdirectors/joshtopelberg.jpg,,http://www.vincent.wa.gov.au/Your_Council/About_Your_Mayor_Councillors,South
James Benson Murphy,,,,Vincent City Council,http://www.vincent.wa.gov.au/,vincent_city_council/james_benson_murphy,cr.murphy@vincent.wa.gov.au,http://www.vincent.wa.gov.au/files/assets/public/your_council/councillorsdirectors/murphy_jimmy_-_preferred.jpg,,http://www.vincent.wa.gov.au/Your_Council/About_Your_Mayor_Councillors,South
Phillip Blight,,,,Wagin Shire Council,,wagin_shire_council/phillip_blight,,,,,Whole District
Dale Lloyd,,,,Wagin Shire Council,,wagin_shire_council/dale_lloyd,,,,,Whole District
Cliff John Brockwell,,,,Wagin Shire Council,,wagin_shire_council/cliff_john_brockwell,,,,,Whole District
Amanda Jane Howell,,,,Wagin Shire Council,,wagin_shire_council/amanda_jane_howell,,,,,Whole District
Ron Walker,,,,Wagin Shire Council,,wagin_shire_council/ron_walker,,,,,Whole District
Gerard Terance Hegarty,,,,Wagin Shire Council,,wagin_shire_council/gerard_terance_hegarty,,,,,Whole District
James Lachlan Campbell Ballantyne,,,,Wagin Shire Council,,wagin_shire_council/james_lachlan_campbell_ballantyne,,,,,Whole District
Jason Paul Reed,,,,Wagin Shire Council,,wagin_shire_council/jason_paul_reed,,,,,Whole District
Greg Ball,,,,Wagin Shire Council,,wagin_shire_council/greg_ball,,,,,Whole District
Ian Charles Cumming,,,,Wagin Shire Council,,wagin_shire_council/ian_charles_cumming,,,,,Whole District
Geoff West,,,,Wagin Shire Council,,wagin_shire_council/geoff_west,,,,,Whole District
Chad Ferguson,,,,Wandering Shire Council,,wandering_shire_council/chad_ferguson,,,,,Whole District
Judith Price,,,,Wandering Shire Council,,wandering_shire_council/judith_price,,,,,Whole District
Kim Stripe,,,,Wandering Shire Council,,wandering_shire_council/kim_stripe,,,,,Whole District
James Mcneil,,,,Wandering Shire Council,,wandering_shire_council/james_mcneil,,,,,Whole District
Brendan Whitely,,,,Wandering Shire Council,,wandering_shire_council/brendan_whitely,,,,,Whole District
Wade Gowland,,,,Wandering Shire Council,,wandering_shire_council/wade_gowland,,,,,Whole District
Bruce Dowsett,,,,Wandering Shire Council,,wandering_shire_council/bruce_dowsett,,,,,Whole District
Tracey Roberts,,,Mayor,Wanneroo City Council,,wanneroo_city_council/tracey_roberts,,,,,Whole District - Mayor (Elected At Large)
Dianne Joy Guise,,,,Wanneroo City Council,,wanneroo_city_council/dianne_joy_guise,,,,,Central
Srecko Frank Cvitan,,,,Wanneroo City Council,,wanneroo_city_council/srecko_frank_cvitan,,,,,Central
Samantha Jane Fenn,,,,Wanneroo City Council,,wanneroo_city_council/samantha_jane_fenn,,,,,Central
Dorothy May Newton,,,,Wanneroo City Council,,wanneroo_city_council/dorothy_may_newton,,,,,Central
Sabine Elisabeth Winton,,,,Wanneroo City Council,,wanneroo_city_council/sabine_elisabeth_winton,,,,,North Coast
Linda May Aitken,,,,Wanneroo City Council,,wanneroo_city_council/linda_may_aitken,,,,,North Coast
Russell Driver,,,,Wanneroo City Council,,wanneroo_city_council/russell_driver,,,,,North Coast
Glynis Parker,,,,Wanneroo City Council,,wanneroo_city_council/glynis_parker,,,,,North Coast
Natalie Maree Sangalli,,,,Wanneroo City Council,,wanneroo_city_council/natalie_maree_sangalli,,,,,North Coast
Denis John Hayden,,,,Wanneroo City Council,,wanneroo_city_council/denis_john_hayden,,,,,South
Domenic Zappa,,,,Wanneroo City Council,,wanneroo_city_council/domenic_zappa,,,,,South
Van Huu Nguyen,,,,Wanneroo City Council,,wanneroo_city_council/van_huu_nguyen,,,,,South
Lara Simpkins,,,,Wanneroo City Council,,wanneroo_city_council/lara_simpkins,,,,,South
Brett Treby,,,,Wanneroo City Council,,wanneroo_city_council/brett_treby,,,,,South
Patricia Anne Witney,,,,Waroona Shire Council,,waroona_shire_council/patricia_anne_witney,,,,,Whole District
Christine Ann Germain,,,,Waroona Shire Council,,waroona_shire_council/christine_ann_germain,,,,,Whole District
Craig Wright,,,,Waroona Shire Council,,waroona_shire_council/craig_wright,,,,,Whole District
Laurie Jean Snell,,,,Waroona Shire Council,,waroona_shire_council/laurie_jean_snell,,,,,Whole District
John Anthony Mason,,,,Waroona Shire Council,,waroona_shire_council/john_anthony_mason,,,,,Whole District
Noel Hugh Joseph Dew,,,,Waroona Shire Council,,waroona_shire_council/noel_hugh_joseph_dew,,,,,Whole District
Larry Russell Scott,,,,Waroona Shire Council,,waroona_shire_council/larry_russell_scott,,,,,Whole District
John Louis Salerian,,,,Waroona Shire Council,,waroona_shire_council/john_louis_salerian,,,,,Whole District
Neil Michael Manuel,,,,West Arthur Shire Council,,west_arthur_shire_council/neil_michael_manuel,,,,,Whole District
Raymond Brian Harrington,,,,West Arthur Shire Council,,west_arthur_shire_council/raymond_brian_harrington,,,,,Whole District
Kevin James King,,,,West Arthur Shire Council,,west_arthur_shire_council/kevin_james_king,,,,,Whole District
Michael Owen Meredith,,,,West Arthur Shire Council,,west_arthur_shire_council/michael_owen_meredith,,,,,Whole District
Rodney Arthur Hulse,,,,West Arthur Shire Council,,west_arthur_shire_council/rodney_arthur_hulse,,,,,Whole District
Andrew John Marsden Clarke,,,,West Arthur Shire Council,,west_arthur_shire_council/andrew_john_marsden_clarke,,,,,Whole District
Karlene Nyree Goss,,,,West Arthur Shire Council,,west_arthur_shire_council/karlene_nyree_goss,,,,,Whole District
Renae Sue Corsini,,,,Westonia Shire Council,,westonia_shire_council/renae_sue_corsini,,,,,Whole District
Mervyn Louis Geier,,,,Westonia Shire Council,,westonia_shire_council/mervyn_louis_geier,,,,,Whole District
William James Huxtable,,,,Westonia Shire Council,,westonia_shire_council/william_james_huxtable,,,,,Whole District
Douglas Hermon,,,,Westonia Shire Council,,westonia_shire_council/douglas_hermon,,,,,Whole District
Karin Maree Day,,,,Westonia Shire Council,,westonia_shire_council/karin_maree_day,,,,,Whole District
John James Jefferys,,,,Westonia Shire Council,,westonia_shire_council/john_james_jefferys,,,,,Whole District
Geraldine Hinkley,,,,Wickepin Shire Council,,wickepin_shire_council/geraldine_hinkley,,,,,Whole District
Murray Grayden Lang,,,,Wickepin Shire Council,,wickepin_shire_council/murray_grayden_lang,,,,,Whole District
Ross Edwin Easton,,,,Wickepin Shire Council,,wickepin_shire_council/ross_edwin_easton,,,,,Whole District
Frances May Allan,,,,Wickepin Shire Council,,wickepin_shire_council/frances_may_allan,,,,,Whole District
Steven Martin,,,,Wickepin Shire Council,,wickepin_shire_council/steven_martin,,,,,Whole District
Julia Alexia Russell,,,,Wickepin Shire Council,,wickepin_shire_council/julia_alexia_russell,,,,,Whole District
Allan George Lansdell,,,,Wickepin Shire Council,,wickepin_shire_council/allan_george_lansdell,,,,,Whole District
Wesley Allan Astbury,,,,Wickepin Shire Council,,wickepin_shire_council/wesley_allan_astbury,,,,,Whole District
Gilbert Henry Medlen,,,,Williams Shire Council,,williams_shire_council/gilbert_henry_medlen,,,,,Whole District
Peter Colin Paterson,,,,Williams Shire Council,,williams_shire_council/peter_colin_paterson,,,,,Whole District
Richard Francis Johnstone,,,,Williams Shire Council,,williams_shire_council/richard_francis_johnstone,,,,,Whole District
Jarrad Wayne Logie,,,,Williams Shire Council,,williams_shire_council/jarrad_wayne_logie,,,,,Whole District
